Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Kirui, DK; Khalidov, I; Wang, Y; Batt, CA",,,,"Kirui, Dickson K.; Khalidov, Ildar; Wang, Yi; Batt, Carl A.",,,Targeted near-IR hybrid magnetic nanoparticles for in vivo cancer therapy and imaging,NANOMEDICINE-NANOTECHNOLOGY BIOLOGY AND MEDICINE,,,,,,,,,,,,"We report the use of immuno-targeted gold-iron oxide hybrid nanoparticles for laser-assisted therapy and for MRI-based imaging as demonstrated in xenograft colorectal cancer tumor model. Immuno-targeted gold-iron oxide nanoparticles selectively accumulate in SW1222 xenograft tumors as compared to the accumulation in non-antigen-expressing tumor xenografts. Effective photothermal treatment using near-IR laser irradiation (808 nm, 5 W cm(-2)) application is shown where >65% of the antigen-expressing tumor cells presented corrupt extracellular matrix and cytoplasmic acidophilia suggesting effectiveness of nanoparticle-assisted thermal therapy. Cell killing was confirmed by hematoxylin and eosin (H&E) histological staining where scar-like structure containing collagen bundles was observed in the treatment group. Further, systemically injected HNPs were shown to be effective T-2 magnetic resonance (MR) imaging contrast agents, localized and detected at the antigen-expressing xenograft tumors. These findings suggest that the new class of bio-conjugated HNPs exhibits great potential for dual-therapy and diagnostics (theranostics) applications. From the Clinical Editor: This team reports the successful use of immuno-targeted gold-iron oxide hybrid nanoparticles for both laser-assisted therapy and MRI-based imaging in a xenograft colorectal cancer tumor model, demonstrating strong potentials for dual applications in cancer diagnosis and therapy. (C) 2013 Elsevier Inc. All rights reserved.",,,,,"Wang, Yi/GRS-4287-2022",,,,,,,,,,,,,,1549-9634,1549-9642,,,,JUL,2013,9,5,,,,,702,711,,10.1016/j.nano.2012.11.009,http://dx.doi.org/10.1016/j.nano.2012.11.009,,,,,,,,23219875,,,,,WOS:000320593600013,View Full Record in Web of Science
J,"Liu, XS; Chen, YJ; Li, H; Huang, N; Jin, Q; Ren, KF; Ji, J",,,,"Liu, Xiangsheng; Chen, Yangjun; Li, Huan; Huang, Nan; Jin, Qiao; Ren, Kefeng; Ji, Jian",,,Enhanced Retention and Cellular Uptake of Nanoparticles in Tumors by Controlling Their Aggregation Behavior,ACS NANO,,,,,,,,,,,,"Effective accumulation of nanoparticles (NPs) in tumors is crucial for NP-assisted cancer diagnosis and treatment. With the hypothesis that aggregation of NPs stimulated by tumor microenvironment can be utilized to enhance retention and cellular uptake of NPs in tumors, we designed a smart NP system to evaluate the effect of aggregation on NPs' accumulation in tumor tissue. Gold nanoparticles (AuNPs, similar to 16 nm) were facilely prepared by surface modification with mixed-charge zwitterionic self-assembled monolayers, which can be stable at the pH of blood and normal tissues but aggregate instantly in response to the acidic extracellular pH of solid tumors. The zwitterionic AuNPs exhibited fast, ultrasensitive, and reversible response to the pH change from pH 7.4 to pH 6.5, which enabled the AuNPs to be well dispersed at pH 7.4 with excellent stealth ability to resist uptake by macrophages, while quickly aggregating at pH 63, leading to greatly enhanced uptake by cancer cells. An in vivo study demonstrated that the zwitterionic AuNPs had a considerable blood half-life with much higher tumor accumulation, retention, and cellular internalization than nonsensitive PEGylated AuNPs. A preliminary photothermal tumor ablation evaluation suggested the aggregation of AuNPs can be applied to cancer NIR photothermal therapy. These results suggest that controlled aggregation of NPs sensitive to tumor microenvironment can serve as a universal strategy to enhance the retention and cellular uptake of inorganic NPs in tumors, and modifying NPs with a mixed-charge zwitterionic surface can provide an easy way to obtain stealth properties and pH-sensitivity at the same time.",,,,,"HUANG, NAN/ABA-5123-2022; Liu, Xiangsheng/W-3288-2019; Chen, Yangjun/K-8222-2018; Ren, Ke Feng/I-3593-2012; Jin, Qiao/I-4581-2016","HUANG, NAN/0000-0001-7237-5344; Liu, Xiangsheng/0000-0002-5719-2838; Chen, Yangjun/0000-0002-7449-9348; Ji, Jian/0000-0001-9870-4038",,,,,,,,,,,,,1936-0851,1936-086X,,,,JUL,2013,7,7,,,,,6244,6257,,10.1021/nn402201w,http://dx.doi.org/10.1021/nn402201w,,,,,,,,23799860,,,,,WOS:000322417400071,View Full Record in Web of Science
J,"Sadhukha, T; Wiedmann, TS; Panyam, J",,,,"Sadhukha, Tanmoy; Wiedmann, Timothy S.; Panyam, Jayanth",,,Inhalable magnetic nanoparticles for targeted hyperthermia in lung cancer therapy,BIOMATERIALS,,,,,,,,,,,,"Lung cancer (specifically, non-small cell lung cancer; NSCLC) is the leading cause of cancer-related deaths in the United States. Poor response rates and survival with current treatments clearly indicate the urgent need for developing an effective means to treat NSCLC. Magnetic hyperthermia is a non-invasive approach for tumor ablation, and is based on heat generation by magnetic materials, such as superparamagnetic iron oxide (SPIO) nanoparticles, when subjected to an alternating magnetic field. However, inadequate delivery of magnetic nanoparticles to tumor cells can result in sub-lethal temperature change and induce resistance while non-targeted delivery of these particles to the healthy tissues can result in toxicity. In our studies, we evaluated the effectiveness of tumor-targeted SPIO nanoparticles for magnetic hyperthermia of lung cancer. EGFR-targeted, inhalable SPIO nanoparticles were synthesized and characterized for targeting lung tumor cells as well as for magnetic hyperthermia-mediated antitumor efficacy in a mouse orthotopic model of NSCLC. Our results show that EGFR targeting enhances tumor retention of SPIO nanoparticles. Further, magnetic hyperthermia treatment using targeted SPIO nanoparticles resulted in significant inhibition of in vivo lung tumor growth. Overall, this work demonstrates the potential for developing an effective anticancer treatment modality for the treatment of NSCLC based on targeted magnetic hyperthermia. (C) 2013 Elsevier Ltd. All rights reserved.",,,,,,"Panyam, Jayanth/0000-0002-8656-2244",,,,,,,,,,,,,0142-9612,,,,,JUL,2013,34,21,,,,,5163,5171,,10.1016/j.biomaterials.2013.03.061,http://dx.doi.org/10.1016/j.biomaterials.2013.03.061,,,,,,,,23591395,,,,,WOS:000319630000025,View Full Record in Web of Science
J,"Shi, XZ; Gong, H; Li, YJ; Wang, C; Cheng, L; Liu, Z",,,,"Shi, Xiaoze; Gong, Hua; Li, Yingjie; Wang, Chao; Cheng, Liang; Liu, Zhuang",,,Graphene-based magnetic plasmonic nanocomposite for dual bioimaging and photothermal therapy,BIOMATERIALS,,,,,,,,,,,,"In recent years, graphene and graphene-based nanocomposites owning to their highly enriched physical and chemical properties have been widely explored for applications in many different fields including biomedicine. In the present work, we decorate graphene oxide (GO) by both iron oxide nanoparticles (IONPs) and gold, forming a multi-functional magnetic & plasmonic GO-IONP-Au nanocomposite with strong superparamagnetism and significantly enhanced optical absorbance in the near-infrared (NIR) region. We then coat the nanocomposite with polyethylene glycol (PEG), obtaining GO-IONP-Au PEG with high stability in physiological environments and no significant in vitro toxicity. Remarkably enhanced photothermal cancer ablation effect using GO-IONP-Au-PEG is realized in comparison to PEGylated GO used in our earlier studies, as demonstrated in both in vitro cell tests and in vivo animal experiments. Moreover, the IONP and Au compartments in the GO-IONP-Au-PEG nanocomposite could be further taken advantages for magnetic resonance (MR) and X-ray dual-modal imaging. Our work shows the promise of using graphene-based multi-functional nanocomposite as cancer theranostics. (C) 2013 Elsevier Ltd. All rights reserved.",,,,,"Liu, Zhuang/H-4352-2011; Gong, Hua/W-6661-2018; Liang, Cheng/K-9840-2015; Wang, Chao/G-5951-2012","Liu, Zhuang/0000-0002-1629-1039; Gong, Hua/0000-0001-5519-9393; Wang, Chao/0000-0002-8054-3472",,,,,,,,,,,,,0142-9612,1878-5905,,,,JUL,2013,34,20,,,,,4786,4793,,10.1016/j.biomaterials.2013.03.023,http://dx.doi.org/10.1016/j.biomaterials.2013.03.023,,,,,,,,23557860,,,,,WOS:000318464200009,View Full Record in Web of Science
J,"Yeh, CS; Su, CH; Ho, WY; Huang, CC; Chang, JC; Chien, YH; Hung, ST; Liau, MC; Ho, HY",,,,"Yeh, Chen-Sheng; Su, Chia-Hao; Ho, Wen-Yueh; Huang, Chih-Chia; Chang, Jui-Cheng; Chien, Yi-Hsin; Hung, Shu-Ting; Liau, Min-Chiau; Ho, Hsin-Yi",,,Tumor targeting and MR imaging with lipophilic cyanine-mediated near-infrared responsive porous Gd silicate nanoparticles,BIOMATERIALS,,,,,,,,,,,,"We synthesize a NIR MHI-148 dye, a lipophilic heptamethine cyanine, with capability in tumor-targeting property to accumulate in the mitochondria of tumor. In the context of MHI-148 dye, we demonstrate effective tumor targeting and NIR fluorescence in vitro and in vivo for MHI-148 as compared to ICG. A series of porous Gd silicates related nanoparticles, i.e. Gd silicate, Gd silicate@mSiO(2) (mSiO(2): mesoporous silica shell), and Gd3+-chelated Gd silicate@mSiO(2) (Gd3+-DOTA chelated on the mSiO(2)) are fabricated to demonstrate their magnetic resonance (MR) contrast imaging effects. Those Gd silicates related nanoparticles exhibit dual MR effect, expressing T-1-brightened and T-2-darkened effects, in lower magnetic field. In high magnetic field, an abnormal enhanced transverse relaxivity (r(2)) appears, showing an effective T-2-lowering effect, possibly due to concentrated Gd amount and porous architecture. The r(2) value increases 4-5 times as the field strength increased from 3T to 7T. The Gd3+-chelated Gd silicate@mSiO(2) has given large r(2) (T-2-lowering effect) up to 343.8 s(-1) mM(-1), which is even larger than the reported magnetic Fe3O4 nanoparticles measured at the same field. Using a 9.4T animal micro MRI system we have seen effectively darken in signal for those porous Gd silicates related NPs, while no such phenomenon appears in commercial Gd-DOTA agent. The MHI-148 is then conjugated on the porous Gd silicate@mSiO(2) nanoparticles for a new paradigm with three functionalities for in vivo tumor targeting, near-infrared fluorescent and MR imaging by means of only using MHI-148 dye. (C) 2013 Elsevier Ltd. All rights reserved.",,,,,"Yeh, Chen-Sheng/H-4347-2011",,,,,,,,,,,,,,0142-9612,1878-5905,,,,JUL,2013,34,22,,,,,5677,5688,,10.1016/j.biomaterials.2013.04.020,http://dx.doi.org/10.1016/j.biomaterials.2013.04.020,,,,,,,,23639532,,,,,WOS:000319855600024,View Full Record in Web of Science
J,"Zhang, B; Yang, B; Zhai, CX; Jiang, B; Wu, YL",,,,"Zhang, Bo; Yang, Bin; Zhai, Chuanxin; Jiang, Biao; Wu, Yulian",,,The role of exendin-4-conjugated superparamagnetic iron oxide nanoparticles in beta-cell-targeted MRI,BIOMATERIALS,,,,,,,,,,,,"Noninvasive targeted visualization of pancreatic beta cells or islets is becoming the focus of molecular imaging application in diabetes and islet transplantation studies, but it is currently unsuccessful due to the lack of specific beta cell biomarkers. Glucagon-like peptide 1 receptor (GLP-1R) is highly expressed in beta cells and considered as a promising target. We here developed a targeted superparamagnetic iron oxide (SPIO) nanoparticle using GLP-1 analog-exendin-4 which is conjugated to polyethylene glycol coated SPIO (PEG-SPIO). The results demonstrated that exendin-4 functionalized SPIO was able to specifically bind to and internalized by GLP-1R-expressing INS-1 cells, with the higher labeling efficiency than non-targeted nanoparticles. Notably, SPIO-exendin4 could differentially label islets in pancreatic slices or beta cell grafts in vitro. Systemic delivery of SPIO-exendin4 into nude mice bearing s.c. insulinomas (derived from INS-1 cells) leads to the accumulation of the nanoparticles in tumors, generating a strong magnetic resonance imaging contrast detectable by a clinical MRI scanner at field strength of 3.0 T, and the iron deposition in tumors was further confirmed by Prussian blue staining. Furthermore, preliminary biodistribution study indicated that SPIO-exendin4 had a tendency to accumulate in pancreas. Toxicity assessments demonstrated good biocompatibility in vivo. These results suggest that SPIO-exendin4 has potential as molecularly targeted imaging agents for in vivo imaging of insulinoma, and possibly for future beta cell imaging. (C) 2013 Elsevier Ltd. All rights reserved.",,,,,"YANG, Bin/C-7819-2011","YANG, Bin/0000-0002-5136-9743",,,,,,,,,,,,,0142-9612,,,,,JUL,2013,34,23,,,,,5843,5852,,10.1016/j.biomaterials.2013.04.021,http://dx.doi.org/10.1016/j.biomaterials.2013.04.021,,,,,,,,23642536,,,,,WOS:000320219800012,View Full Record in Web of Science
J,"Chiang, WH; Huang, WC; Chang, CW; Shen, MY; Shih, ZF; Huang, YF; Lin, SC; Chiu, HC",,,,"Chiang, Wen-Hsuan; Huang, Wen-Chia; Chang, Chien-Wen; Shen, Ming-Yin; Shih, Zong-Fu; Huang, Yi-Fong; Lin, Sung-Chyr; Chiu, Hsin-Cheng",,,Functionalized polymersomes with outlayered polyelectrolyte gels for potential tumor-targeted delivery of multimodal therapies and MR imaging,JOURNAL OF CONTROLLED RELEASE,,,,,,,,,,,,"A novel tumor-targeting polymersome carrier system capable of delivering magnetic resonance imaging (MRI) and chemotherapy is presented in this study. The doxorubicin (DOX)-loaded magnetic polymersomes were first attained by the self-assembly of lipid-containing copolymer, poly(acrylic acid-co-distearin acrylate), in aqueous solution containing citric acid-coated superparamagnetic iron oxide nanoparticles (SPIONs), and followed by DOX loading via electrostatic attraction. To further functionalize these artificial vesicles with superior in vivo colloidal stability, pH-tunable drug release and active tumor-targeting, chitosan and poly(gamma-glutamic acid-co-gamma-glutamyl oxysuccinimide)-g-poly(ethyleneglycol)-folate (FA) were deposited in sequence onto the assembly outer surfaces. The interfacial nanogel layers via complementary electrostatic interactions and in-situ covalent cross-linking were thus produced. These nanogel-caged polymersomes (NCPs) show excellent anti-dilution and serumproteins-repellent behaviors. Triggerable release of the encapsulated DOX was governed by dual external stimuli, pH and temperature. When these theranostic NCPs were effectively internalized by HeLa cells via FA receptor-mediated endocytosis and then exposed to high frequency magnetic fields (HFMF), the combined effects of both pH and magnetic hyperthermia-triggered drug release and thermo-therapy resulted in greater cytotoxicity than the treatment by DOX alone. By virtue of the SPION clustering effect in the assembly inner aqueous compartments, the SPION/DOX-loaded NCPs displayed an r(2) relaxivity value (255.2 Fe mM(-1) S-1) higher than Resovist (183.4 Fe mM(-1) S-1), a commercial SPION-based T-2 contrast agent. The high magnetic relaxivity of the tumor-targeting NCPs coupled with their enhanced cellular uptake considerably promoted the MRI contrast of targeted cancer cells. These results demonstrate the great potential of the FA-decorated SPION/DOX-loaded NCPs as an advanced cancer theranostic nanodevice. (C) 2013 Elsevier B.V. All rights reserved.",,,,,,"Chang, Chien-Wen/0000-0002-0701-876X; Chiang, Wen-Hsuan/0000-0002-2022-0858; Chiu, Hsin-Cheng/0000-0001-5509-2107",,,,,,,,,,,,,0168-3659,,,,,28-Jun,2013,168,3,,,,,280,288,,10.1016/j.jconrel.2013.03.029,http://dx.doi.org/10.1016/j.jconrel.2013.03.029,,,,,,,,23562635,,,,,WOS:000320649500005,View Full Record in Web of Science
J,"Tian, QW; Hu, JQ; Zhu, YH; Zou, RJ; Chen, ZG; Yang, SP; Li, RW; Su, QQ; Han, Y; Liu, XG",,,,"Tian, Qiwei; Hu, Junqing; Zhu, Yihan; Zou, Rujia; Chen, Zhigang; Yang, Shiping; Li, Runwei; Su, Qianqian; Han, Yu; Liu, Xiaogang",,,Sub-10 nm Fe3O4@Cu2-xS Core-Shell Nanoparticles for Dual-Modal Imaging and Photothermal Therapy,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,,,,,,,,,,,,"Photothermal nanomaterials have recently attracted significant research interest due to their potential applications in biological imaging and therapeutics. However, the development of small-sized photothermal nanomaterials with high thermal stability remains a formidable challenge. Here, we report the rational design and synthesis of ultrasmall (<10 nm) Fe3O4@Cu2-xS core-shell nanoparticles, which offer both high photothermal stability and superparamagnetic properties. Specifically, these core-shell nanoparticles have proven effective as probes for T-2-weighted magnetic resonance imaging and infrared thermal imaging because of their strong absorption at the near-infrared region centered around 960 nm. Importantly, the photothermal effect of the nanoparticles can be precisely controlled by varying the Cu content in the core-shell structure. Furthermore, we demonstrate in vitro and in vivo photothermal ablation of cancer cells using these multifunctional nanoparticles. The results should provide improved understanding of synergistic effect resulting from the integration of magnetism with photothermal phenomenon, important for developing multimode nanoparticle probes for biomedical applications",,,,,"Zou, Rujia/C-8999-2014; Yang, Shiping/V-1567-2018; Han, Yu/N-2036-2015; LIU, XIAOGANG/A-8038-2011; Hu, Junqing/H-3088-2017; Chen, Zhigang/H-6050-2013; 沈, 国/L-5652-2014; Han, Yu/GZA-9220-2022; Su, Qianqian/I-3075-2018; Xia, YuQing/C-9724-2017; Zhu, Yihan/K-5629-2018; Tian, Qiwei/V-1540-2018","Yang, Shiping/0000-0001-7527-4581; Han, Yu/0000-0003-1462-1118; LIU, XIAOGANG/0000-0003-2517-5790; Chen, Zhigang/0000-0003-3676-6019; Su, Qianqian/0000-0002-8706-6760; Zhu, Yihan/0000-0002-8150-7350; Zou, Rujia/0000-0001-5566-5091; Tian, Qiwei/0000-0002-4709-7378",,,,,,,,,,,,,0002-7863,1520-5126,,,,12-Jun,2013,135,23,,,,,8571,8577,,10.1021/ja4013497,http://dx.doi.org/10.1021/ja4013497,,,,,,,,23687972,,,,,WOS:000320483900027,View Full Record in Web of Science
J,"Wang, SJ; Huang, P; Nie, LM; Xing, RJ; Liu, DB; Wang, Z; Lin, J; Chen, SH; Niu, G; Lu, GM; Chen, XY",,,,"Wang, Shouju; Huang, Peng; Nie, Liming; Xing, Ruijun; Liu, Dingbin; Wang, Zhe; Lin, Jing; Chen, Shouhui; Niu, Gang; Lu, Guangming; Chen, Xiaoyuan",,,Single Continuous Wave Laser Induced Photodynamic/Plasmonic Photothermal Therapy Using Photosensitizer-Functionalized Gold Nanostars,ADVANCED MATERIALS,,,,,,,,,,,,,,,,,"Huang, Peng/R-2480-2016; Huang, Peng/H-9985-2013; Nie, Liming/AAI-4354-2020; Nie, Liming/F-7718-2016; Chen, Xiaoyuan/D-1860-2014; LIN, JING/CAF-2178-2022","Huang, Peng/0000-0003-3651-7813; Chen, Xiaoyuan/0000-0002-9622-0870; lin, jing/0000-0001-9865-2098; Wang, Shouju/0000-0001-9213-6818",,,,,,,,,,,,,0935-9648,1521-4095,,,,11-Jun,2013,25,22,,,,,3055,3061,,10.1002/adma.201204623,http://dx.doi.org/10.1002/adma.201204623,,,,,,,,23404693,,,,,WOS:000320131300005,View Full Record in Web of Science
J,"Chu, MQ; Shao, YX; Peng, JL; Dai, XY; Li, HK; Wu, QS; Shi, DL",,,,"Chu, Maoquan; Shao, Yuxiang; Peng, Jinliang; Dai, Xiangyun; Li, Haikuo; Wu, Qingsheng; Shi, Donglu",,,Near-infrared laser light mediated cancer therapy by photothermal effect of Fe3O4 magnetic nanoparticles,BIOMATERIALS,,,,,,,,,,,,"The photothermal effect of Fe3O4 magnetic nanoparticles is investigated for cancer therapy both in vitro and in vivo experiments. Heat is found to be rapidly generated by red and near-infrared (NIR) range laser irradiation of Fe3O4 nanoparticles with spherical, hexagonal and wire-like shapes. These Fe3O4 nanoparticles are coated with carboxyl-terminated poly (ethylene glycol)-phospholipid for enhanced dispersion in water. The surface-functionalized Fe3O4 nanoparticles can be taken up by esophageal cancer cells and do not obviously affect the cell structure and viability. Upon irradiation at 808 nm however, the esophageal cancer cell viability is effectively suppressed, and the cellular organelles are obviously damaged when incubated with the NIR laser activated Fe3O4 nanoparticles. Mouse esophageal tumor growth was found to be significantly inhibited by the photothermal effect of Fe3O4 nanoparticles, resulting in effective tumor reduction. A morphological examination revealed that after a photothermal therapy, the tumor tissue structure exhibited discontinuation, the cells were significantly shriveled and some cells have finally disintegrated. (c) 2013 Elsevier Ltd. All rights reserved.Z",,,,,"Shi, Donglu/G-1849-2018",,,,,,,,,,,,,,0142-9612,,,,,MAY,2013,34,16,,,,,4078,4088,,10.1016/j.biomaterials.2013.01.086,http://dx.doi.org/10.1016/j.biomaterials.2013.01.086,,,,,,,,23465836,,,,,WOS:000317322600015,View Full Record in Web of Science
J,"Fan, WP; Shen, B; Bu, WB; Chen, F; Zhao, KL; Zhang, SJ; Zhou, LP; Peng, WJ; Xiao, QF; Xing, HY; Liu, JN; Ni, DL; He, QJ; Shi, JL",,,,"Fan, Wenpei; Shen, Bo; Bu, Wenbo; Chen, Feng; Zhao, Kuaile; Zhang, Shengjian; Zhou, Liangping; Peng, Weijun; Xiao, Qingfeng; Xing, Huaiyong; Liu, Jianan; Ni, Dalong; He, Qianjun; Shi, Jianlin",,,Rattle-Structured Multifunctional Nanotheranostics for Synergetic Chemo-/Radiotherapy and Simultaneous Magnetic/Luminescent Dual-Mode Imaging,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,,,,,,,,,,,,"Most hypoxic tumors are insensitive to radiation, which is a major obstacle in the development of conventional radiotherapy for tumor treatment. Some drugs, such as cisplatin (CDDP), have been extensively used both as an anticancer drug and clinically as a radiosensitizer to enhance radiotherapy. Herein, we develop rattle-structured multifunctional up-conversion core/porous silica shell nanotheranostics (UCSNs) for delivering CDDP to tumors for synergetic chemo-/radiotherapy by CDDP radiosensitization and magnetic/luminescent dual-mode imaging. UCSNs had a dynamic light scattering diameter of 79.1 nm and excellent water dispersity and stability. In vitro studies showed that CDDP loaded in UCSNs (UCSNs-CDDP) was more effective than free CDDP as a radiosensitizer. After injection, UCSNs-CDDP also demonstrated unambiguously enhanced radiotherapy efficacy in vivo. Our report aims at presenting a novel strategy in biomedical nanotechnology that allows simultaneous dual-mode imaging and localized therapy via synergetic chemo-/radiotherapy, which may achieve optimized therapeutic efficacy in cancer treatment.",,,,,"Ni, Dalong/Y-9696-2019; Bu, Wenbo/G-1715-2012; Chen, Feng/O-2967-2013; He, Qianjun/M-2642-2013","He, Qianjun/0000-0003-0689-8838; Ni, Dalong/0000-0001-6679-5414",,,,,,,,,,,,,0002-7863,1520-5126,,,,1-May,2013,135,17,,,,,6494,6503,,10.1021/ja312225b,http://dx.doi.org/10.1021/ja312225b,,,,,,,,23574400,,,,,WOS:000318469100024,View Full Record in Web of Science
J,"Wadajkar, AS; Menon, JU; Tsai, YS; Gore, C; Dobin, T; Gandee, L; Kangasniemi, K; Takahashi, M; Manandhar, B; Ahn, JM; Hsieh, JT; Nguyen, KT",,,,"Wadajkar, Aniket S.; Menon, Jyothi U.; Tsai, Yuh-Shyan; Gore, Crystal; Dobin, Timothy; Gandee, Leah; Kangasniemi, Kim; Takahashi, Masaya; Manandhar, Bikash; Ahn, Jung-Mo; Hsieh, Jer-Tsong; Nguyen, Kytai T.",,,Prostate cancer-specific thermo-responsive polymer-coated iron oxide nanoparticles,BIOMATERIALS,,,,,,,,,,,,"Thermo-responsive poly(N-isopropylacrylaniide-acrylamide-allylamine)-coated magnetic nanoparticles (PMNPs) were developed and conjugated with prostate cancer-specific R11 peptides for active targeting and imaging of prostate cancer. The stable nanoparticles with an average diameter of 100 nm and surface charge of 27.0 mV, had a lower critical solution temperature of 40 degrees C. Magnetic characterization showed that the nanoparticles can be recruited using a magnetic field and possess superparamagnetic behavior even after R11 conjugation. In vitro cell studies demonstrated that Rh -conjugated PMNPs (R11PMNPs) were compatible with human dermal fibroblasts and normal prostate epithelial cells to all tested concentrations up to 500 gg/m1 after 24 h of incubation. Moreover, the nanoparticles were taken up by prostate cancer cells (PD and LNCaP) in a dose-dependent manner, which was higher in case of R11PMNPs than PMNPs. Further, in vivo biodistribution of the nanoparticles showed significantly more R11-PMNP5 accumulation in tumors than other vital organs unlike PMNPs without R11 conjugation. Moreover, R11-PMNPs decreased 30% magnetic resonance T2 signal intensity in tumors in vivo compared to 0% decrease with PMNPs. These results indicate great potential of R11-PMPs as platform technology to target and monitor prostate cancers for diagnostic and therapeutic applications. (C) 2013 Elsevier Ltd. All rights reserved.",,,,,"Menon, Jyothi/S-9255-2019; Wadajkar, Aniket/P-6651-2014; Tsai, Yuh-Shyan/A-6757-2012","Menon, Jyothi/0000-0002-0762-3513; Wadajkar, Aniket/0000-0002-3968-8872; Gandee-Guerra, Leah/0000-0003-3859-8725; Ahn, Jung-Mo/0000-0002-9104-525X",,,,,,,,,,,,,0142-9612,,,,,MAY,2013,34,14,,,,,3618,3625,,10.1016/j.biomaterials.2013.01.062,http://dx.doi.org/10.1016/j.biomaterials.2013.01.062,,,,,,,,23419645,,,,,WOS:000317534200008,View Full Record in Web of Science
J,"Wu, SC; Lin, KL; Wang, TP; Tzou, SC; Singh, G; Chen, MH; Cheng, TL; Chen, CY; Liu, GC; Lee, TW; Hu, SH; Wang, YM",,,,"Wu, Shou-Cheng; Lin, Kun-Liang; Wang, Tzu-Pin; Tzou, Shey-Cherng; Singh, Gyan; Chen, Ming-Hung; Cheng, Tian-Lu; Chen, Chiao-Yun; Liu, Gin-Chung; Lee, Te-Wei; Hu, Shao-Hwa; Wang, Yun-Ming",,,Imaging specificity of MR-optical imaging agents following the masking of surface charge by poly(ethylene glycol),BIOMATERIALS,,,,,,,,,,,,"The coupling of specific antibodies to imaging agents often improves imaging specificity. However, free amine groups designed for the coupling can cause nonspecific binding of the imaging agents. We report here development of a nanocarrier, MnMEIO-silane-NH2-mPEG nanoparticles (NPs), consisting of a manganese-doped iron oxide nanoparticle core (MnMEIO), a copolymer shell of silane and amine-functionalized poly(ethylene glycol) (silane-EA-mPEG). The key feature in MnMEIO-silane-NH2-mPEG is the flexible PEG, which masks the non-conjugated reactive amine groups (-NH2 <-> -NH3+) and reduces nonspecific binding of MnMEIO-silane-NH2-mPEG to cells. The amine groups on MnMEIO-silane-NH2-mPEG were conjugated with the fluorescent dye, Cy777 or antibodies [Erbitux (Erb)] to form a MR-optical imaging contrast agent (MnMEIO-silane-NH2-(Erb)-mPEG) for EGFR-expressing tumors. Confocal microscopic and flow cytometric analyses showed that MnMEIO-silane-NH2-(Erb)-mPEG displayed low nonspecific binding. Moreover, TEM images showed that MnMEIO-silane-NH2-(Erb)-mPEG were endocytosed by EGFR-expressing cells. In line with their EGFR expression levels, A431, PC-3, and Colo-205 tumors treated with MnMEIO-silane-NH2-(Erb)-mPEG NPs showed -97.1%, -49.7%, and -2.8% contrast enhancement, respectively, in in vitro T-2-weighted MR imaging. In vivo T-2-weighted MR imaging and optical images showed that MnMEIO-silane-NH2-(Erb)mPEG could specifically and effectively target to EGFR-expressing tumors in nude mice; the relative contrast enhancements were 7.94 (at 2 h) and 7.59 (at 24 h) fold higher in A431 tumors as compared to the EGFR-negative Colo-205 tumors. On the contrary, MnMEIO-silane-NH2-(Erb) NPs showed only 1.44 (at 2 h) and 1.52 (at 24 h) fold higher in EGFR-positive tumors as compared to the EGFR-negative tumors. Finally, antibodies can be readily changed to allow imaging of other tumors bearing different antigens. These data indicate that masking surface charges on contrast agents is a useful strategy to improve imaging efficacy. (c) 2013 Elsevier Ltd. All rights reserved.",,,,,"Liu, Gin-Chung/D-5519-2009; Cheng, Tain-Lu/C-9645-2009; Wang, Tzu-Pin/D-4442-2009","Wang, Tzu-Pin/0000-0003-3668-7329; Cheng, Tian-Lu/0000-0002-7263-2766",,,,,,,,,,,,,0142-9612,,,,,MAY,2013,34,16,,,,,4118,4127,,10.1016/j.biomaterials.2013.02.025,http://dx.doi.org/10.1016/j.biomaterials.2013.02.025,,,,,,,,23465830,,,,,WOS:000317322600019,View Full Record in Web of Science
