PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating_Number,Total_Coating_Steps_Group,Targeting_Type,Bioconjugation_nature,PEG_Coat,Therapeutic_Molecule_Type,Dose_Group,IC50,Delivery_Efficiency_Values,Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Immune status,Cancer_type,Breast cancer subtype,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Tumor_Vol_Reduction_Group(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Therapy_A,Therapy_B,Therapy_C,Combined_Therapy_Grouped,Study strategy,Imaging_A,Imaging_B,Imaging_C,Imaging_D
26960989,Nanoscale,2016,10.1039/c5nr08878j,Inorganic,Silica,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,High,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,Fluorescence,None,None
26995092,Nanomedicine,2016,10.1016/j.nano.2016.02.008,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Neutral,Sphere,Multilayer,Medium,Active,Covalent,Non PEGylated,None,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Pancreas,Not Applicable,Single-dose,Not Reported,Not Reported,130.6360182,77.4808447,15.31177973,Spleen,Liver,Kidney,None,None,None,None,Diagnosis,MRI,None,None,None
26998895,ACS Appl Mater Interfaces,2016,10.1021/acsami.5b12031,Inorganic,Silica,Systemic,IV,>200 nm,Negative,Sphere,No coating,None,Passive,None,Non PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Not Reported,31.14754098,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
27016140,J Control Release,2016,10.1016/j.jconrel.2016.03.030,Inorganic,Hybrid,Systemic,IV,>200 nm,Negative,Sphere,Multilayer,Low,Passive,None,Non PEGylated,Antimetabolite-Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Pancreas,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
27025546,Nanoscale,2016,10.1039/c5nr09167e,Inorganic,Silica,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,High,Passive,None,PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Multiple-dose,74.64788732,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
27031226,Nano Lett,2016,10.1021/acs.nanolett.6b00331,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Neutral,Sphere,Multilayer,High,Active,Covalent,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Liver,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,None,None,None
27035391,Nanoscale,2016,10.1039/c6nr00280c,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Negative,Sphere,Multilayer,Medium,Active,Covalent,Non PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Brain,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
27039688,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b00853,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Sphere,Monolayer,Low,Active,Electrostatic,Non PEGylated,None,10~50 mg/kg,No,7.48,Yes,Not Reported,Allograft heterotopic,Immunocompromised,Breast,Metastatic,Single-dose,95.87195,High,185.2,115.6,27.7,Liver,Spleen,Lung,Photothermal therapy,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
27043769,Biomaterials,2016,10.1016/j.biomaterials.2016.03.030,Inorganic,Gold,Systemic,IV,10~100 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompromised,Liver,Not Applicable,Multiple-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,Fluorescence,None,None,None
27045357,Biomaterials,2016,10.1016/j.biomaterials.2016.03.015,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompromised,Breast,Metastatic,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,Other,None,None,None
27064259,Nanoscale,2016,10.1039/c5nr08980h,Inorganic,Gold,Systemic,IV,10~100 nm,Positive,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompromised,Lung,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,Other,None,None,None
27070992,Biomaterials,2016,10.1016/j.biomaterials.2016.03.040,Inorganic,Gold,Systemic,IV,>200 nm,Neutral,Sphere,Multilayer,Medium,Active,Covalent,PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Single-dose,82.42004,Medium,117.3,48.3,30.3,Liver,Kidney,Lung,Photothermal therapy,Chemotherapy,None,Combination therapy,Theragnosis,Fluorescence,None,None,None
27071335,Nanomedicine,2016,10.1016/j.nano.2016.03.009,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Low,Active,Electrostatic,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Brain,Not Applicable,Multiple-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,MRI,None,None,None
27089478,ACS Appl Mater Interfaces,2016,10.1021/acsami.5b12329,Inorganic,Gold,Systemic,IV,>200 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Liver,Not Applicable,Single-dose,99.79585,Very High,348.6,56.2,41.9,Lung,Spleen,Heart,Other,None,None,Monotherapy,Theragnosis,Photoacoustic,None,None,None
27090165,J Control Release,2016,10.1016/j.jconrel.2016.04.015,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Neutral,Sphere,Monolayer,Medium,Active,Covalent,Non PEGylated,Biologic,0~5 mg/kg,No,8.57,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,Not Reported,Not Reported,121.1201867,100.4667445,36.17269545,Liver,Spleen,Kidney,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
27109431,Nanoscale,2016,10.1039/c5nr09193d,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Other,Multilayer,High,Passive,None,PEGylated,None,Not Reported,No,15.5,Yes,1,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,Not Reported,Not Reported,219.0730838,125.9358289,33.85026738,Liver,Spleen,Lung,None,None,None,None,Diagnosis,PET,MRI,Photoacoustic,None
27151564,Nanomedicine,2016,10.1016/j.nano.2016.04.013,Inorganic,Silica,Systemic,Other,10~100 nm,Negative,Sphere,No coating,None,Passive,None,Non PEGylated,Taxane,5~10 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Pancreas,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
27162075,Biomaterials,2016,10.1016/j.biomaterials.2016.04.030,Inorganic,Silica,Systemic,IV,10~100 nm,Negative,Sphere,Monolayer,Medium,Passive,None,Non PEGylated,Anthracycline,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,Single-dose,99.96398559,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Photodynamic therapy,Chemotherapy,Combination therapy,Therapy,None,None,None,None
27236844,Biomaterials,2016,10.1016/j.biomaterials.2016.05.017,Inorganic,Gold,Systemic,IV,0~10 nm,Negative,Sphere,Multilayer,High,Active,Covalent,Non PEGylated,Anthracycline-Nucleic acid,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Multiple-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
27244691,Biomaterials,2016,10.1016/j.biomaterials.2016.05.023,Inorganic,Gold,Systemic,IV,>200 nm,Not Reported,Rod,Multilayer,Very High,Active,Covalent,PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,86.93972,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Chemotherapy,None,Combination therapy,Therapy,None,None,None,None
27271875,Nanoscale,2016,10.1039/c6nr03525f,Inorganic,Silica,Systemic,Other,100~200 nm,Positive,Sphere,Multilayer,Very High,Passive,None,PEGylated,Biologic,>50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Lung,Not Applicable,Multiple-dose,85.10028653,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
27294601,Small,2016,10.1002/smll.201503961,Inorganic,Gold,Local,Intratumoral,100~200 nm,Positive,Sphere,Multilayer,Low,Passive,None,Non PEGylated,Natural product,0~5 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Cervix,Not Applicable,Multiple-dose,79.65,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Chemotherapy,None,Combination therapy,Therapy,None,None,None,None
27300300,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b04738,Inorganic,Hybrid,Systemic,IV,0~10 nm,Not Reported,Sphere,Monolayer,Medium,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Liver,Kidney,Spleen,None,None,None,None,Diagnosis,MRI,Fluorescence,None,None
27310916,Biomaterials,2016,10.1016/j.biomaterials.2016.06.007,Inorganic,Iron oxide,Systemic,IV,>200 nm,Negative,Sphere,Multilayer,Medium,Passive,None,PEGylated,Peripheral vasostimulant,Not Reported,No,Not Reported,No,1,Xenograft heterotopic,Immunocompromised,Ovary,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
27356586,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b05677,Inorganic,Gold,Local,Intratumoral,>200 nm,Negative,Sphere,Multilayer,Low,Passive,None,Non PEGylated,Taxane,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Single-dose,22.02797,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Chemotherapy,None,Combination therapy,Theragnosis,Photoacoustic,None,None,None
27376560,Biomaterials,2016,10.1016/j.biomaterials.2016.06.037,Inorganic,Silica,Systemic,IV,100~200 nm,Positive,Sphere,Multilayer,High,Active,Covalent,Non PEGylated,Photosensitizer,>50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,Not Reported,99.38271605,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
27381000,Nanoscale,2016,10.1039/c6nr03143a,Inorganic,Gold,Systemic,IV,100~200 nm,Not Reported,Sphere,Multilayer,High,Active,Covalent,PEGylated,None,>50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Lung,Not Applicable,Single-dose,Not Reported,Not Reported,2625,837.5,341.7,Spleen,Liver,Kidney,None,None,None,None,Diagnosis,Fluorescence,MRI,CT,None
27396404,Nanoscale,2016,10.1039/c6nr02448c,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Positive,Sphere,Multilayer,Low,Passive,None,PEGylated,Anthracycline,Not Reported,Yes,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Brain,Not Applicable,Multiple-dose,98.39007022,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
27412458,Nanoscale,2016,10.1039/c6nr02618d,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Sphere,Monolayer,Low,Passive,None,PEGylated,None,Not Reported,No,5,Yes,Not Reported,Xenograft orthotopic,Immunocompromised,Breast,Not Reported,Single-dose,Not Reported,Not Reported,365.6,101,78.4,Spleen,Liver,Heart,None,None,None,None,Diagnosis,Other,CT,None,None
27420116,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b04885,Inorganic,Silica,Systemic,IV,100~200 nm,Negative,Sphere,Monolayer,High,Passive,None,Non PEGylated,Anthracycline,0~5 mg/kg,Yes,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Multiple-dose,81.48148148,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
27428929,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b04639,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,Medium,Active,Covalent,PEGylated,None,5~10 mg/kg,No,0.16,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Multiple-dose,100,Very High,222.8571429,38.57142857,27.14285714,Liver,Kidney,Spleen,Photothermal therapy,None,None,Monotherapy,Theragnosis,MRI,CT,None,None
27434031,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b04827,Inorganic,Gold,Systemic,IV,>200 nm,Positive,Sphere,Multilayer,High,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,Not Reported,Not Reported,526.5,279.2,241.7,Spleen,Liver,Kidney,None,None,None,None,Diagnosis,Other,CT,None,None
27441571,J Am Chem Soc,2016,10.1021/jacs.6b04299,Inorganic,Silica,Systemic,IV,100~200 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Liver,Not Applicable,Single-dose,49.1622575,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
27449744,J Control Release,2016,10.1016/j.jconrel.2016.07.026,Inorganic,Iron oxide,Systemic,IV,>200 nm,Negative,Sphere,No coating,None,Passive,None,Non PEGylated,None,>50 mg/kg,No,5.66,Yes,Not Reported,Allograft heterotopic,Immunocompetent,Colon,Not Applicable,Single-dose,Not Reported,Not Reported,404.4169611,226.5017668,Not Reported,Spleen,Liver,Not Reported,None,None,None,None,Diagnosis,MRI,Fluorescence,None,None
27449950,Biomaterials,2016,10.1016/j.biomaterials.2016.06.033,Inorganic,Gold,Local,Intratumoral,Not Reported,Not Reported,Other,Monolayer,Low,Passive,None,PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Single-dose,95.60541,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,Thermal,None,None,None
27487574,Biomaterials,2016,10.1016/j.biomaterials.2016.07.030,Inorganic,Iron oxide,Local,Intratumoral,10~100 nm,Negative,Other,No coating,None,Passive,None,Non PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Liver,Not Applicable,Single-dose,93.10346911,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
27513184,Nano Lett,2016,10.1021/acs.nanolett.6b02786,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Negative,Sphere,No coating,None,Passive,None,Non PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Other,Not Applicable,Multiple-dose,89.13624221,High,69.21352759,31.20399059,27.38040301,Liver,Spleen,Kidney,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
27541372,Nano Lett,2016,10.1021/acs.nanolett.6b02261,Inorganic,Iron oxide,Systemic,IV,>200 nm,Negative,Sphere,No coating,None,Passive,None,Non PEGylated,Taxane,Not Reported,No,5.6,Yes,Not Reported,Allograft heterotopic,Immunocompetent,Colon,Not Applicable,Single-dose,Not Reported,Not Reported,262.1428571,206.9642857,58.39285714,Spleen,Liver,Kidney,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,CT,None,None
27543919,Biomaterials,2016,10.1016/j.biomaterials.2016.08.015,Inorganic,Iron oxide,Local,Intratumoral,100~200 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Single-dose,100,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Magnetic hyperthermia,None,None,Monotherapy,Theragnosis,MRI,None,None,None
27552319,Biomaterials,2016,10.1016/j.biomaterials.2016.08.014,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Other,Multilayer,Low,Passive,None,PEGylated,Topoisomerase inhibitor,Not Reported,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Lung,Not Applicable,Single-dose,Not Reported,Not Reported,17.8,16.4,5.6,Liver,Heart,Kidney,Chemotherapy,None,None,Monotherapy,Theragnosis,Other,None,None,None
27573135,Biomaterials,2016,10.1016/j.biomaterials.2016.08.030,Inorganic,Iron oxide,Systemic,IV,>200 nm,Negative,Sphere,No coating,None,Passive,None,Non PEGylated,None,>50 mg/kg,No,3.08,Yes,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,Not Reported,Not Reported,461.038961,355.8441558,93.83116883,Spleen,Liver,Kidney,None,None,None,None,Diagnosis,Other,None,None,None
27576159,ACS Nano,2016,10.1021/acsnano.6b03874,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Other,Multilayer,Medium,Passive,None,Non PEGylated,Nucleic acid,5~10 mg/kg,No,8.6,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,Single-dose,99.23896,Very High,537.9,316.2,69.5,Spleen,Liver,Kidney,Photothermal therapy,Gene therapy,None,Combination therapy,Therapy,None,None,None,None
27590214,J Control Release,2016,10.1016/j.jconrel.2016.08.041,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,Very High,Active,Covalent,PEGylated,Nucleic acid,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,62.93996,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Gene therapy,None,None,Monotherapy,Therapy,None,None,None,None
27614161,Biomaterials,2016,10.1016/j.biomaterials.2016.08.039,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,Anti-malarial,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,87.31231231,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
27619078,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b08400,Inorganic,Silica,Not Reported,Not Reported,10~100 nm,Negative,Sphere,Monolayer,Medium,Active,Covalent,Non PEGylated,Natural product,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
27619238,Biomaterials,2016,10.1016/j.biomaterials.2016.08.051,Inorganic,Gold,Local,Intratumoral,10~100 nm,Positive,Sphere,Monolayer,Medium,Passive,None,PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Not Reported,Single-dose,97.2615,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,MRI,CT,None,None
27622711,Nano Lett,2016,10.1021/acs.nanolett.6b02670,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Low,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,1,Xenograft heterotopic,Immunocompromised,Colon,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Magnetic hyperthermia,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
27643533,Nano Lett,2016,10.1021/acs.nanolett.6b02547,Inorganic,Gold,Systemic,IV,>200 nm,Negative,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Skin,Not Applicable,Multiple-dose,88.77677,Medium,26.7,11.3,5.9,Liver,Kidney,Lung,Ultrasound,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
27657487,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b10255,Inorganic,Silica,Local,Intratumoral,100~200 nm,Negative,Sphere,No coating,None,Passive,None,Non PEGylated,Photosensitizer-Radioactive element,Not Reported,No,160,Yes,Not Reported,Allograft heterotopic,Immunocompromised,Breast,Metastatic,Multiple-dose,77.32997481,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Theragnosis,PET,None,None,None
27668795,Nat Nanotechnol,2016,10.1038/nnano.2016.168,Inorganic,Iron oxide,Local,Intratumoral,10~100 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Breast,Not Reported,Single-dose,52.50532018,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Other,None,None,Monotherapy,Theragnosis,MRI,None,None,None
27672010,Small,2016,10.1002/smll.201602526,Inorganic,Gold,Systemic,IV,0~10 nm,Not Reported,Sphere,No coating,None,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Single-dose,Not Reported,Not Reported,63.6,37.7,33.8,Liver,Spleen,Kidney,None,None,None,None,Diagnosis,Fluorescence,MRI,CT,None
27714144,Nanoscale,2016,10.1039/c6nr05781k,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,Low,Passive,None,PEGylated,Alkaloid,Not Reported,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Other,Not Applicable,Multiple-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
27731621,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b06883,Inorganic,Hybrid,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Liver,Not Applicable,Single-dose,99.99363057,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,CT,Fluorescence,None,None
27738498,Nano Res,2016,10.1007/s12274-016-1028-7,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,Low,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Prostate,Not Applicable,Single-dose,Not Reported,Not Reported,47.78820375,28.28418231,23.9,Liver,Skin,Lung,None,None,None,None,Diagnosis,MRI,None,None,None
27758098,ACS Nano,2016,10.1021/acsnano.6b02231,Inorganic,Gold,Systemic,Other,10~100 nm,Negative,Sphere,No coating,None,Passive,None,Non PEGylated,None,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Pancreas,Not Applicable,Multiple-dose,57.82846,Low,29.6,26.6,2.1,Spleen,Liver,Lung,Other,None,None,Monotherapy,Therapy,None,None,None,None
27786323,Nanoscale,2016,10.1039/c6nr07172d,Inorganic,Gold,Local,Intratumoral,100~200 nm,Negative,Sphere,Monolayer,Medium,Active,Covalent,Non PEGylated,Anthracycline,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,Single-dose,99.64706,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Chemotherapy,None,Combination therapy,Therapy,None,None,None,None
27793687,J Control Release,2016,10.1016/j.jconrel.2016.10.021,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,High,Passive,None,PEGylated,Alkylating agent,Not Reported,Yes,1,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Colon,Not Applicable,Multiple-dose,68.23108155,Low,Not Reported,Not Reported,Not Reported,Liver,Lung,Heart,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,CT,None,None
27837682,Biomaterials,2017,10.1016/j.biomaterials.2016.10.027,Inorganic,Iron oxide,Systemic,IV,>200 nm,Negative,Sphere,Multilayer,Very High,Active,Covalent,Non PEGylated,Anthracycline,Not Reported,Yes,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,93.47193642,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
